ResponseId,PROLIFIC_PID,State,UpperMidwest,D_parkfreq,D_posterbuyer,D_parkfreq_posterbuyer,D_parkfreq_posterbuyer_uppermidwest,Q1_park_usage,Q1_n_park_usage,Q2_park_activities_1,Q2_n_park_activities_1,Q2_park_activities_2,Q2_n_park_activities_2,Q2_park_activities_3,Q2_n_park_activities_3,Q2_park_activities_4,Q2_n_park_activities_4,Q2_park_activities_5,Q2_n_park_activities_5,Q2_park_activities_6,Q2_n_park_activities_6,Q2_park_activities_7,Q2_n_park_activities_7,Q2_park_activities_8,Q2_n_park_activities_8,Q2_park_activities_9,Q2_n_park_activities_9,Q3_buy_local_apparel,Q3_n_buy_local_apparel,Q4_buy_local_brands,Q4_n_buy_local_brands,Q5_buy_posters,Q5_n_buy_posters,Q6_drink_alcohol,Q6_n_drink_alcohol,Q7_drink_coffee_tea,Q7_n_drink_coffee_tea,Q8_brand_loyalty,Q8_n_brand_loyalty
R_3nPF4StXJy6VqQn,601b86cdd8db935594656c1a,OH,0,0 ,0 ,0 ,0 ,About once per month,3,Running/walking,1,Not selected,0,Not selected,0,Not selected,0,Spending time with family/pets,1,Not selected,0,Not selected,0,Not selected,0,Not selected,0,About once per month,3,About once per week,5,Never,1,Once in a few months or longer,2,Never,1,Depends upon the product/service,4
R_1llqRcJ5p6nsBhT,5e9f657265908b0fcacb1839,MO,0,0 ,1 ,0 ,0 ,Once in a few months or longer,2,Running/walking,1,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Once in a few months or longer,2,About once per month,3,1 per year,2,More than once per week,6,About once per week,5,Not loyal,3
R_2Ynxn4hVLkrrKMl,5f5353ff017c5965165df065,MI,1,0 ,0 ,0 ,0 ,Once in a few months or longer,2,Running/walking,1,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Once in a few months or longer,2,Once in a few months or longer,2,Never,1,Once in a few months or longer,2,Once in a few months or longer,2,Somewhat loyal,2
R_UfkR3bVk0ar5pEl,6152b8943ef5c73934ed350a,IL,0,0 ,0 ,0 ,0 ,Once in a few months or longer,2,Running/walking,1,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Once in a few months or longer,2,Once in a few months or longer,2,Never,1,About once per week,5,More than once per week,6,Somewhat loyal,2
R_37SBV2x6VPf8M8N,5f6a3e3dbd67e60c184e9bb5,KS,0,0 ,0 ,0 ,0 ,Once in a few months or longer,2,Running/walking,1,Not selected,0,Not selected,0,Not selected,0,Spending time with family/pets,1,Not selected,0,Somewhere to go before or after a meal at a local restaurant,1,Not selected,0,Not selected,0,Once in a few months or longer,2,Once in a few months or longer,2,Never,1,Never,1,More than once per week,6,Depends upon the product/service,4
R_5pCGrd93aKR2qv7,58ce29970b6a0e00011d8276,WI,1,0 ,0 ,0 ,0 ,Once in a few months or longer,2,Running/walking,1,Not selected,0,Not selected,0,Not selected,0,Spending time with family/pets,1,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Once in a few months or longer,2,Once in a few months or longer,2,Never,1,About once per month,3,Never,1,Depends upon the product/service,4
R_3KBdtBSsZwZuvDg,6110dacef7e301c696882271,IA,0,0 ,1 ,0 ,0 ,About once per month,3,Not selected,0,Biking,1,Not selected,0,Not selected,0,Spending time with family/pets,1,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Never,1,Once in a few months or longer,2,1 per year,2,Never,1,More than once per week,6,Somewhat loyal,2
R_5aJwzNxkT2PKDDz,5a135875074b1900012527a9,OH,0,0 ,1 ,0 ,0 ,Never,1,Running/walking,1,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Never,1,Never,1,1 per year,2,Never,1,More than once per week,6,Somewhat loyal,2
R_30eJKuAX2R8QZj6,5a6d5ae19d65ec00017e9bae,MN,1,0 ,1 ,0 ,0 ,Several times per month,4,Running/walking,1,Biking,1,Not selected,0,Not selected,0,Spending time with family/pets,1,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Once in a few months or longer,2,About once per month,3,1 per year,2,About once per month,3,More than once per week,6,Somewhat loyal,2
R_RrTLn5D44IljYOJ,60fd82c6bba5b0d80f9b495f,MI,1,0 ,0 ,0 ,0 ,Once in a few months or longer,2,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Spending time with family/pets,1,Not selected,0,Somewhere to go before or after a meal at a local restaurant,1,Not selected,0,Not selected,0,Never,1,Once in a few months or longer,2,Never,1,Never,1,More than once per week,6,Somewhat loyal,2
R_1dAX4RunVmfehSS,6121e36192d8fd0203910a30,MI,1,0 ,0 ,0 ,0 ,Never,1,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,I don't go to the park,1,Once in a few months or longer,2,About once per month,3,Never,1,Never,1,More than once per week,6,Somewhat loyal,2
R_2CemAeF4y7NgneS,60f6ce6de6cf393bcde0c14d,MN,1,0 ,0 ,0 ,0 ,Never,1,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,I don't go to the park,1,Never,1,Never,1,Never,1,Never,1,Never,1,Depends upon the product/service,4
R_2pMJbvXghDJKbcx,5ddb58c61f179ea91098c6c1,IL,0,0 ,0 ,0 ,0 ,About once per month,3,Running/walking,1,Not selected,0,Not selected,0,Not selected,0,Spending time with family/pets,1,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Once in a few months or longer,2,Once in a few months or longer,2,Never,1,Once in a few months or longer,2,More than once per week,6,Somewhat loyal,2
R_2xXmbgacPXxPuzq,5f4d07b4fae27694de8f5af1,OH,0,0 ,0 ,0 ,0 ,About once per month,3,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Spending time with family/pets,1,Not selected,0,Not selected,0,Someplace to go while I drink my coffee,1,Not selected,0,Never,1,About once per month,3,Never,1,About once per month,3,More than once per week,6,Somewhat loyal,2
R_73UOA9PmOaAhXDr,5dd74005794e106ec44df770,MI,1,0 ,0 ,0 ,0 ,Several times per month,4,Running/walking,1,Not selected,0,Not selected,0,Not selected,0,Spending time with family/pets,1,Not selected,0,Somewhere to go before or after a meal at a local restaurant,1,Not selected,0,Not selected,0,Never,1,About once per month,3,Never,1,Once in a few months or longer,2,More than once per week,6,Depends upon the product/service,4
R_6stik6ct9YovMc1,5e6844d12062a1012a278976,MN,1,0 ,0 ,0 ,0 ,Once in a few months or longer,2,Not selected,0,Biking,1,Not selected,0,Playing team sports,1,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Once in a few months or longer,2,Once in a few months or longer,2,Never,1,Once in a few months or longer,2,Never,1,Highly loyal,1
R_ykEMPo0qE289nxv,5eb24b26f30ede1a6ae46c14,OH,0,0 ,0 ,0 ,0 ,Several times per month,4,Running/walking,1,Not selected,0,Not selected,0,Not selected,0,Spending time with family/pets,1,Somewhere to go before or after a beer/cocktail at a local bar or restaurant,1,Somewhere to go before or after a meal at a local restaurant,1,Not selected,0,Not selected,0,Never,1,Once in a few months or longer,2,Never,1,Once in a few months or longer,2,Once in a few months or longer,2,Not loyal,3
R_339yop8JgUYMraj,60bc8860d04f4ac80d319a5c,OH,0,0 ,0 ,0 ,0 ,Once in a few months or longer,2,Running/walking,1,Not selected,0,Not selected,0,Not selected,0,Spending time with family/pets,1,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Once in a few months or longer,2,Once in a few months or longer,2,Never,1,More than once per week,6,More than once per week,6,Not loyal,3
R_10SGjZHhlodXSqp,60ba2ffd080107de026041d3,IN,0,0 ,1 ,0 ,0 ,Once in a few months or longer,2,Running/walking,1,Not selected,0,Not selected,0,Not selected,0,Spending time with family/pets,1,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Once in a few months or longer,2,About once per month,3,1 per year,2,About once per week,5,More than once per week,6,Somewhat loyal,2
R_3EgUF0I3sROUcyf,616aa4dd60a1b352bf22040b,IN,0,0 ,1 ,0 ,0 ,Once in a few months or longer,2,Running/walking,1,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Somewhere to go before or after a meal at a local restaurant,1,Not selected,0,Not selected,0,Once in a few months or longer,2,Once in a few months or longer,2,2-3 per year,3,Never,1,Several times per month,4,Not loyal,3
R_3Msa3w08BMXG2td,6171125c1d572c106f10824e,MI,1,1 ,1 ,1 ,1 ,About once per week,5,Running/walking,1,Not selected,0,Not selected,0,Not selected,0,Spending time with family/pets,1,Not selected,0,Somewhere to go before or after a meal at a local restaurant,1,Not selected,0,Not selected,0,About once per month,3,Several times per month,4,2-3 per year,3,About once per month,3,More than once per week,6,Depends upon the product/service,4
R_11WLeFfCaKTu46V,602c42fcd6ab3e5033c45951,SD,1,1 ,0 ,0 ,0 ,About once per week,5,Running/walking,1,Biking,1,Not selected,0,Not selected,0,Spending time with family/pets,1,Somewhere to go before or after a beer/cocktail at a local bar or restaurant,1,Somewhere to go before or after a meal at a local restaurant,1,Not selected,0,Not selected,0,Once in a few months or longer,2,About once per month,3,Never,1,More than once per week,6,Never,1,Depends upon the product/service,4
R_rjpJVokwsSPqdDH,6026adf0704fd23a5dc0ee32,MI,1,0 ,0 ,0 ,0 ,Several times per month,4,Not selected,0,Biking,1,Not selected,0,Not selected,0,Spending time with family/pets,1,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Once in a few months or longer,2,More than once per week,6,Never,1,Once in a few months or longer,2,More than once per week,6,Somewhat loyal,2
R_ukxET7Z6XT8awbT,60ffd5a3e2648d7c3d7d2c53,OH,0,0 ,1 ,0 ,0 ,About once per month,3,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Spending time with family/pets,1,Not selected,0,Not selected,0,Someplace to go while I drink my coffee,1,Not selected,0,Several times per month,4,Several times per month,4,>5 per year,5,About once per month,3,Once in a few months or longer,2,Not loyal,3
R_3lL03AUtktL7v8y,5f59963070a31e1f2bb54722,MI,1,0 ,0 ,0 ,0 ,Once in a few months or longer,2,Running/walking,1,Not selected,0,Not selected,0,Not selected,0,Spending time with family/pets,1,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Never,1,Once in a few months or longer,2,Never,1,Once in a few months or longer,2,More than once per week,6,Depends upon the product/service,4
R_2wS7N63FAhZDhy1,6119bdc932d9ebe82ea581e1,IL,0,0 ,1 ,0 ,0 ,Once in a few months or longer,2,Running/walking,1,Not selected,0,Not selected,0,Not selected,0,Spending time with family/pets,1,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Never,1,Once in a few months or longer,2,1 per year,2,Once in a few months or longer,2,More than once per week,6,Not loyal,3
R_3K2kQuEAJRk2t0J,610a30b7a800f225aa297939,WI,1,0 ,1 ,0 ,0 ,Several times per month,4,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Spending time with family/pets,1,Somewhere to go before or after a beer/cocktail at a local bar or restaurant,1,Somewhere to go before or after a meal at a local restaurant,1,Not selected,0,Not selected,0,Once in a few months or longer,2,Once in a few months or longer,2,2-3 per year,3,About once per week,5,Several times per month,4,Depends upon the product/service,4
R_D1ZSxMYdx5UhnB7,61517db6a7589569521b2356,MN,1,0 ,0 ,0 ,0 ,Once in a few months or longer,2,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Spending time with family/pets,1,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Once in a few months or longer,2,Once in a few months or longer,2,Never,1,Never,1,Never,1,Highly loyal,1
R_3fDg875Ip53WY4S,60a51f35a0db48f89d6f3a72,SD,1,0 ,1 ,0 ,0 ,Once in a few months or longer,2,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Spending time with family/pets,1,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Never,1,Once in a few months or longer,2,1 per year,2,Once in a few months or longer,2,Once in a few months or longer,2,Somewhat loyal,2
R_1hW3ISwyne0o7DL,60c1bb3a19116b4408b8c5de,MN,1,0 ,1 ,0 ,0 ,Once in a few months or longer,2,Running/walking,1,Biking,1,Not selected,0,Not selected,0,Spending time with family/pets,1,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Never,1,Once in a few months or longer,2,1 per year,2,Never,1,More than once per week,6,Somewhat loyal,2
R_prEb71fMTr9AjT3,60fd2df8081f57baddf31c73,IL,0,0 ,1 ,0 ,0 ,Once in a few months or longer,2,Running/walking,1,Not selected,0,Not selected,0,Not selected,0,Spending time with family/pets,1,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Never,1,Once in a few months or longer,2,2-3 per year,3,Never,1,More than once per week,6,Depends upon the product/service,4
R_2fy4RUk3XlvnV6V,5d847ac9be4b0b00188463d7,MI,1,0 ,0 ,0 ,0 ,Never,1,Running/walking,1,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Somewhere to go before or after a meal at a local restaurant,1,Not selected,0,Not selected,0,Never,1,Never,1,Never,1,Never,1,Never,1,Depends upon the product/service,4
R_2Y36KGPLjjwnQaK,6152b51328e74caf1118a077,KS,0,0 ,0 ,0 ,0 ,About once per month,3,Running/walking,1,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Somewhere to go before or after a meal at a local restaurant,1,Not selected,0,Not selected,0,Once in a few months or longer,2,Once in a few months or longer,2,Never,1,More than once per week,6,About once per week,5,Somewhat loyal,2
R_1FzTnRtzbwh2TUw,615170652e506c1cdef806c0,OH,0,0 ,0 ,0 ,0 ,Several times per month,4,Not selected,0,Biking,1,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Never,1,Never,1,Never,1,About once per month,3,More than once per week,6,Depends upon the product/service,4
R_vCePkDDBwkdBOgx,5ddbd6e518beb6b1e1de0326,MO,0,0 ,0 ,0 ,0 ,Once in a few months or longer,2,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Somewhere to go before or after a meal at a local restaurant,1,Not selected,0,Not selected,0,Once in a few months or longer,2,Several times per month,4,Never,1,Never,1,Never,1,Depends upon the product/service,4
R_115v2k9Mfaj0qj1,55f5946a32af74001017047b,MI,1,0 ,0 ,0 ,0 ,Several times per month,4,Running/walking,1,Biking,1,Not selected,0,Not selected,0,Spending time with family/pets,1,Not selected,0,Somewhere to go before or after a meal at a local restaurant,1,Not selected,0,Not selected,0,Never,1,About once per week,5,Never,1,Never,1,More than once per week,6,Highly loyal,1
R_1K7uBKTgR25Neqt,60ec382554a4738b3985bce1,MN,1,1 ,1 ,1 ,1 ,About once per week,5,Running/walking,1,Not selected,0,Not selected,0,Playing team sports,1,Spending time with family/pets,1,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Once in a few months or longer,2,Once in a few months or longer,2,1 per year,2,Once in a few months or longer,2,More than once per week,6,Somewhat loyal,2
R_2xzSakSnKcg71R4,5e606b1eaf84e83c728748d7,IL,0,0 ,1 ,0 ,0 ,Several times per month,4,Running/walking,1,Not selected,0,Not selected,0,Not selected,0,Spending time with family/pets,1,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Once in a few months or longer,2,Several times per month,4,2-3 per year,3,Several times per month,4,More than once per week,6,Depends upon the product/service,4
R_2SviNbV1QV8UctQ,6160db8b2995742dd0ee9211,OH,0,0 ,0 ,0 ,0 ,About once per month,3,Running/walking,1,Not selected,0,Not selected,0,Playing team sports,1,Spending time with family/pets,1,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Once in a few months or longer,2,Several times per month,4,Never,1,Once in a few months or longer,2,About once per month,3,Somewhat loyal,2
R_1hLLPtF4zKe7USn,608f39d2c76e436967135846,OH,0,0 ,0 ,0 ,0 ,Several times per month,4,Running/walking,1,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Never,1,Never,1,Never,1,Several times per month,4,More than once per week,6,Somewhat loyal,2
R_1q9R7Nueg3sBfxf,60ff6a564e65a25ad8c0b2ef,MO,0,0 ,1 ,0 ,0 ,Several times per month,4,Running/walking,1,Not selected,0,Not selected,0,Not selected,0,Spending time with family/pets,1,Not selected,0,Somewhere to go before or after a meal at a local restaurant,1,Not selected,0,Not selected,0,Once in a few months or longer,2,Once in a few months or longer,2,1 per year,2,About once per week,5,More than once per week,6,Depends upon the product/service,4
R_3HNswB07adxg7HA,6051536b3e81428095504b35,WI,1,1 ,0 ,0 ,0 ,More than once per week,6,Running/walking,1,Biking,1,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Someplace to go while I drink my coffee,1,Not selected,0,Never,1,Once in a few months or longer,2,Never,1,More than once per week,6,More than once per week,6,Somewhat loyal,2
R_1rAKvLFZ5wff1Nc,5c9ebf067114700016da2813,IA,0,0 ,0 ,0 ,0 ,Once in a few months or longer,2,Running/walking,1,Not selected,0,Not selected,0,Not selected,0,Spending time with family/pets,1,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Once in a few months or longer,2,Once in a few months or longer,2,Never,1,Never,1,Once in a few months or longer,2,Depends upon the product/service,4
R_080q9POf4hsGaTD,5807a64c357e890001dd0ab6,IL,0,0 ,0 ,0 ,0 ,Several times per month,4,Running/walking,1,Not selected,0,Not selected,0,Not selected,0,Spending time with family/pets,1,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Never,1,About once per month,3,Never,1,Several times per month,4,More than once per week,6,Somewhat loyal,2
R_1o1fjtw6fKdRHE6,5eaff2eac963900392c6dc48,OH,0,0 ,0 ,0 ,0 ,Once in a few months or longer,2,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Spending time with family/pets,1,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Never,1,Once in a few months or longer,2,Never,1,Never,1,More than once per week,6,Depends upon the product/service,4
R_3j0ccCM8gTn97oA,5dd3e3cd5daaa63c5fdb7bb8,IL,0,0 ,1 ,0 ,0 ,About once per month,3,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Spending time with family/pets,1,Not selected,0,Somewhere to go before or after a meal at a local restaurant,1,Not selected,0,Not selected,0,Once in a few months or longer,2,About once per month,3,1 per year,2,Never,1,Never,1,Highly loyal,1
R_2Setl1Sii1yP4bh,614e7196ef4fbb72f9a5223c,WI,1,0 ,0 ,0 ,0 ,About once per month,3,Running/walking,1,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Never,1,Once in a few months or longer,2,Never,1,About once per month,3,Never,1,Depends upon the product/service,4
R_1LbQXWrYDiN9ord,5ff94e71c59814230b0fb713,MO,0,0 ,0 ,0 ,0 ,About once per month,3,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Spending time with family/pets,1,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Never,1,About once per month,3,Never,1,Once in a few months or longer,2,Once in a few months or longer,2,Somewhat loyal,2
R_1LtgNY815haReOy,5e97a2d74cb72e263342ecc9,OH,0,0 ,0 ,0 ,0 ,Never,1,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,I don't go to the park,1,Never,1,Once in a few months or longer,2,Never,1,Never,1,Never,1,Depends upon the product/service,4
R_1HqnWn1noPQ0Znf,5d3a2d1da46f450019cdf5d3,KS,0,0 ,0 ,0 ,0 ,About once per month,3,Not selected,0,Biking,1,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Once in a few months or longer,2,About once per week,5,Never,1,Never,1,About once per month,3,Highly loyal,1
R_2TTAkxMoFXoX2zJ,606e4eb2a56685e5593304cd,IN,0,0 ,0 ,0 ,0 ,About once per month,3,Running/walking,1,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Never,1,Never,1,Never,1,Several times per month,4,More than once per week,6,Depends upon the product/service,4
R_2QKjVlcllk69nud,615c777509f34c8977bc45a7,MN,1,1 ,1 ,1 ,1 ,About once per week,5,Running/walking,1,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,About once per month,3,More than once per week,6,1 per year,2,About once per month,3,More than once per week,6,Somewhat loyal,2
R_XNFfgQNBzR6IBGh,610f326ceebada4236a67080,OH,0,0 ,0 ,0 ,0 ,Once in a few months or longer,2,Running/walking,1,Biking,1,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Once in a few months or longer,2,About once per month,3,Never,1,About once per month,3,Several times per month,4,Somewhat loyal,2
R_3n3VBI5u7KPQZot,58d2cb10f5899100018a05b8,IL,0,0 ,1 ,0 ,0 ,About once per month,3,Running/walking,1,Biking,1,Not selected,0,Playing team sports,1,Spending time with family/pets,1,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Several times per month,4,About once per week,5,2-3 per year,3,About once per week,5,More than once per week,6,Somewhat loyal,2
R_2R3xSoHwdNYAXt1,5dbf2bee3237043d5e7f98d7,MN,1,0 ,1 ,0 ,0 ,About once per month,3,Not selected,0,Biking,1,Not selected,0,Not selected,0,Spending time with family/pets,1,Not selected,0,Not selected,0,Someplace to go while I drink my coffee,1,Not selected,0,Once in a few months or longer,2,Once in a few months or longer,2,2-3 per year,3,More than once per week,6,More than once per week,6,Depends upon the product/service,4
R_2P06LNMlOwmPUCO,59dc458f77860e000151240e,WI,1,0 ,0 ,0 ,0 ,Once in a few months or longer,2,Running/walking,1,Not selected,0,Not selected,0,Not selected,0,Spending time with family/pets,1,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Never,1,About once per month,3,Never,1,Once in a few months or longer,2,Never,1,Somewhat loyal,2
R_1gHKY95PxXLdjaj,61648bb6ad1eceeee2c056ee,OH,0,0 ,0 ,0 ,0 ,About once per month,3,Running/walking,1,Not selected,0,Not selected,0,Playing team sports,1,Spending time with family/pets,1,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Once in a few months or longer,2,Once in a few months or longer,2,Never,1,Once in a few months or longer,2,More than once per week,6,Not loyal,3
R_2WuT9wtk60WEBHv,5898b6e256357700011c2c6b,IN,0,0 ,0 ,0 ,0 ,Never,1,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,I don't go to the park,1,Never,1,Once in a few months or longer,2,Never,1,Never,1,More than once per week,6,Not loyal,3
R_UflX6jNDUa7w0Eh,610726b29bdbcfbbaeaa5c74,GA,0,1 ,0 ,0 ,0 ,More than once per week,6,Running/walking,1,Biking,1,Cross-country skiing,1,Playing team sports,1,Spending time with family/pets,1,Not selected,0,Somewhere to go before or after a meal at a local restaurant,1,Someplace to go while I drink my coffee,1,Not selected,0,Once in a few months or longer,2,Several times per month,4,Never,1,Never,1,More than once per week,6,Somewhat loyal,2
R_3IPQ8C2HXjXFF0W,60d32e3148c380db202ec35c,OH,0,0 ,0 ,0 ,0 ,About once per month,3,Running/walking,1,Not selected,0,Not selected,0,Not selected,0,Spending time with family/pets,1,Not selected,0,Somewhere to go before or after a meal at a local restaurant,1,Not selected,0,Not selected,0,Never,1,Several times per month,4,Never,1,Once in a few months or longer,2,More than once per week,6,Somewhat loyal,2
R_2CBNk5tYF41HdSJ,606d162eaf1c27437d59a82c,WI,1,0 ,0 ,0 ,0 ,Once in a few months or longer,2,Running/walking,1,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Never,1,Once in a few months or longer,2,Never,1,Never,1,Once in a few months or longer,2,Depends upon the product/service,4
R_1cUqVATHjtgTeCS,57bf14513c449a000189c89a,IL,0,0 ,0 ,0 ,0 ,Never,1,Running/walking,1,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Somewhere to go before or after a meal at a local restaurant,1,Not selected,0,Not selected,0,Once in a few months or longer,2,Once in a few months or longer,2,Never,1,Never,1,Once in a few months or longer,2,Depends upon the product/service,4
R_1g6fvJfvYJz3GKg,60ff13037d2dde9da3f054e2,KS,0,0 ,0 ,0 ,0 ,Once in a few months or longer,2,Running/walking,1,Not selected,0,Not selected,0,Not selected,0,Spending time with family/pets,1,Not selected,0,Somewhere to go before or after a meal at a local restaurant,1,Not selected,0,Not selected,0,Once in a few months or longer,2,About once per month,3,Never,1,Never,1,More than once per week,6,Highly loyal,1
R_D33IrbN1yiS5ywN,5fa941f4897b8d0670476392,MI,1,0 ,0 ,0 ,0 ,Once in a few months or longer,2,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Spending time with family/pets,1,Not selected,0,Not selected,0,Not selected,0,Not selected,0,Once in a few months or longer,2,Once in a few months or longer,2,Never,1,Once in a few months or longer,2,More than once per week,6,Depends upon the product/service,4
